timepoint,fov,region_name,final_cell_type,count,total_count,percentage,area_px,area_um,count_per_um2,count_per_mm2
Control,Control_14,other_cardiac_tissue,Other Leukocytes,9,56963,0.0001579972964907045,278633985,14739737.8065,6.105943075887779e-07,0.610594307588778
Control,Control_14,other_cardiac_tissue,Smooth muscle cells,1072,56963,0.018819233537559467,278633985,14739737.8065,7.272856641501888e-05,72.72856641501888
24h,24h_83,all,Cardiomyocytes,22168,57839,0.3832708034371272,264125939,13972262.173100002,0.0015865720042584645,1586.5720042584646
24h,24h_83,all,Cardiomyocytes Ankrd1+,14352,57839,0.2481370701429831,264125939,13972262.173100002,0.0010271779774953754,1027.1779774953754
24h,24h_83,all,Endocardial cells,683,57839,0.011808641228237002,264125939,13972262.173100002,4.888256400706114e-05,48.882564007061134
24h,24h_83,all,Endothelial cells,7747,57839,0.13394076661076437,264125939,13972262.173100002,0.0005544556711020536,554.4556711020537
24h,24h_83,all,Fibroblasts,3872,57839,0.06694444924704784,264125939,13972262.173100002,0.00027712047999317824,277.12047999317826
24h,24h_83,all,Macrophages Trem2+,223,57839,0.0038555300057054927,264125939,13972262.173100002,1.596019293349141e-05,15.960192933491411
24h,24h_83,all,Macrophages Trem2-,79,57839,0.0013658604056086723,264125939,13972262.173100002,5.654059380026105e-06,5.654059380026105
24h,24h_83,all,Mono / Macros Ccr2+,5023,57839,0.0868445166755995,264125939,13972262.173100002,0.0003594979780490016,359.49797804900163
24h,24h_83,all,Neutrophils,2565,57839,0.04434723975172462,264125939,13972262.173100002,0.00018357800392110077,183.57800392110076
24h,24h_83,all,Other Leukocytes,157,57839,0.00271443143899445,264125939,13972262.173100002,1.1236548388153146e-05,11.236548388153146
24h,24h_83,all,Smooth muscle cells,970,57839,0.016770691056207748,264125939,13972262.173100002,6.942326074209269e-05,69.4232607420927
24h,24h_86,all,Cardiomyocytes,38723,66735,0.5802502435004121,336270684,17788719.1836,0.0021768290117087233,2176.829011708723
24h,24h_86,all,Cardiomyocytes Ankrd1+,10798,66735,0.16180415074548588,336270684,17788719.1836,0.0006070139108134906,607.0139108134906
24h,24h_86,all,Endocardial cells,681,66735,0.0102045403461452,336270684,17788719.1836,3.828268876310308e-05,38.28268876310308
24h,24h_86,all,Endothelial cells,7232,66735,0.10836892185509853,336270684,17788719.1836,0.0004065497872757144,406.5497872757144
24h,24h_86,all,Fibroblasts,3757,66735,0.056297295272345844,336270684,17788719.1836,0.0002112012653200856,211.20126532008558
24h,24h_86,all,Macrophages Trem2+,114,66735,0.0017082490447291527,336270684,17788719.1836,6.408555828184657e-06,6.408555828184657
24h,24h_86,all,Macrophages Trem2-,162,66735,0.0024275118004045853,336270684,17788719.1836,9.106895124262407e-06,9.106895124262406
24h,24h_86,all,Mono / Macros Ccr2+,2291,66735,0.03432981194275867,336270684,17788719.1836,0.00012878948598571096,128.78948598571097
24h,24h_86,all,Neutrophils,2000,66735,0.029969281486476363,336270684,17788719.1836,0.0001124308040032396,112.4308040032396
24h,24h_86,all,Other Leukocytes,77,66735,0.0011538173372293398,336270684,17788719.1836,4.328585954124725e-06,4.3285859541247245
24h,24h_86,all,Smooth muscle cells,900,66735,0.013486176668914362,336270684,17788719.1836,5.059386180145782e-05,50.59386180145782
48h,48h_76,all,Cardiomyocytes,12654,37965,0.3333069932832872,187143747,9899904.216300001,0.0012781941848654893,1278.1941848654892
48h,48h_76,all,Cardiomyocytes Ankrd1+,7889,37965,0.20779665481364415,187143747,9899904.216300001,0.0007968763967444164,796.8763967444164
48h,48h_76,all,Endocardial cells,577,37965,0.015198208876596866,187143747,9899904.216300001,5.828339218171229e-05,58.28339218171229
48h,48h_76,all,Endothelial cells,5378,37965,0.1416567891478994,187143747,9899904.216300001,0.0005432375791217482,543.2375791217482
48h,48h_76,all,Fibroblasts,3305,37965,0.08705386540234426,187143747,9899904.216300001,0.0003338416137964629,333.8416137964629
48h,48h_76,all,Macrophages Trem2+,1271,37965,0.03347820360858686,187143747,9899904.216300001,0.00012838508052505427,128.38508052505426
48h,48h_76,all,Macrophages Trem2-,97,37965,0.0025549848544712235,187143747,9899904.216300001,9.798074595539154e-06,9.798074595539154
48h,48h_76,all,Mono / Macros Ccr2+,4222,37965,0.11120769129461346,187143747,9899904.216300001,0.00042646877260171454,426.46877260171453
48h,48h_76,all,Neutrophils,1525,37965,0.04016857632029501,187143747,9899904.216300001,0.00015404189441440422,154.04189441440423
48h,48h_76,all,Other Leukocytes,402,37965,0.010588700118530225,187143747,9899904.216300001,4.060645347842e-05,40.60645347842
48h,48h_76,all,Smooth muscle cells,645,37965,0.01698933227973133,187143747,9899904.216300001,6.515214550642015e-05,65.15214550642014
48h,48h_79,all,Cardiomyocytes,22505,68854,0.32685101809626166,282543754,14946564.586600002,0.0015056971700491187,1505.6971700491188
48h,48h_79,all,Cardiomyocytes Ankrd1+,10311,68854,0.14975164841548785,282543754,14946564.586600002,0.0006898575214564081,689.8575214564081
48h,48h_79,all,Endocardial cells,646,68854,0.009382170970459233,282543754,14946564.586600002,4.3220634163596124e-05,43.220634163596124
48h,48h_79,all,Endothelial cells,16226,68854,0.23565805908153484,282543754,14946564.586600002,0.0010856006345797379,1085.600634579738
48h,48h_79,all,Fibroblasts,8269,68854,0.12009469311877305,282543754,14946564.586600002,0.0005532374982953194,553.2374982953195
48h,48h_79,all,Macrophages Trem2+,2046,68854,0.029715049234612368,282543754,14946564.586600002,0.00013688764318686947,136.88764318686947
48h,48h_79,all,Macrophages Trem2-,78,68854,0.0011328317890028174,282543754,14946564.586600002,5.218590502725229e-06,5.218590502725228
48h,48h_79,all,Mono / Macros Ccr2+,5893,68854,0.08558689400761031,282543754,14946564.586600002,0.0003942712029815355,394.2712029815355
48h,48h_79,all,Neutrophils,1233,68854,0.017907456356929155,282543754,14946564.586600002,8.249387294692572e-05,82.49387294692572
48h,48h_79,all,Other Leukocytes,688,68854,0.009992157318383826,282543754,14946564.586600002,4.6030644434294324e-05,46.030644434294324
48h,48h_79,all,Smooth muscle cells,959,68854,0.013928021610944898,282543754,14946564.586600002,6.416190118094223e-05,64.16190118094224
4h,4h_96,all,Cardiomyocytes,28063,51840,0.5413387345679013,237621411,12570172.641900001,0.002232507126151788,2232.5071261517883
4h,4h_96,all,Cardiomyocytes Ankrd1+,14010,51840,0.27025462962962965,237621411,12570172.641900001,0.0011145431649284307,1114.5431649284308
4h,4h_96,all,Endocardial cells,441,51840,0.008506944444444444,237621411,12570172.641900001,3.5083050373550176e-05,35.08305037355017
4h,4h_96,all,Endothelial cells,5104,51840,0.09845679012345679,237621411,12570172.641900001,0.00040604056486757387,406.0405648675739
4h,4h_96,all,Fibroblasts,2441,51840,0.047087191358024694,237621411,12570172.641900001,0.00019418985478874371,194.1898547887437
4h,4h_96,all,Macrophages Trem2+,77,51840,0.0014853395061728396,237621411,12570172.641900001,6.125611969984951e-06,6.125611969984951
4h,4h_96,all,Macrophages Trem2-,37,51840,0.0007137345679012345,237621411,12570172.641900001,2.9434758816810805e-06,2.9434758816810804
4h,4h_96,all,Mono / Macros Ccr2+,314,51840,0.006057098765432099,237621411,12570172.641900001,2.4979768293185384e-05,24.979768293185383
4h,4h_96,all,Neutrophils,486,51840,0.009375,237621411,12570172.641900001,3.866295347289203e-05,38.66295347289203
4h,4h_96,all,Other Leukocytes,177,51840,0.003414351851851852,237621411,12570172.641900001,1.4080952190744627e-05,14.080952190744627
4h,4h_96,all,Smooth muscle cells,690,51840,0.013310185185185185,237621411,12570172.641900001,5.4891847523241766e-05,54.891847523241765
4h,4h_97,all,Cardiomyocytes,43600,67357,0.6472972371097288,321343257,16999058.2953,0.00256484796055172,2564.84796055172
4h,4h_97,all,Cardiomyocytes Ankrd1+,6345,67357,0.09419956351975296,321343257,16999058.2953,0.0003732559704059785,373.25597040597853
4h,4h_97,all,Endocardial cells,523,67357,0.007764597591935508,321343257,16999058.2953,3.076641016900343e-05,30.76641016900343
4h,4h_97,all,Endothelial cells,8859,67357,0.13152307852190567,321343257,16999058.2953,0.0005211465156543047,521.1465156543047
4h,4h_97,all,Fibroblasts,4026,67357,0.059771070564306604,321343257,16999058.2953,0.00023683664883443175,236.83664883443174
4h,4h_97,all,Macrophages Trem2+,119,67357,0.0017667057618361863,321343257,16999058.2953,7.0003877822397856e-06,7.000387782239786
4h,4h_97,all,Macrophages Trem2-,128,67357,0.0019003221639918642,321343257,16999058.2953,7.5298288750142235e-06,7.529828875014224
4h,4h_97,all,Mono / Macros Ccr2+,727,67357,0.010793236040797542,321343257,16999058.2953,4.2767074938557346e-05,42.76707493855734
4h,4h_97,all,Neutrophils,1652,67357,0.02452603292902,321343257,16999058.2953,9.718185391815232e-05,97.18185391815233
4h,4h_97,all,Other Leukocytes,156,67357,0.0023160176373650844,321343257,16999058.2953,9.176978941423585e-06,9.176978941423585
4h,4h_97,all,Smooth muscle cells,1222,67357,0.01814213815935983,321343257,16999058.2953,7.188633504115142e-05,71.88633504115143
Control,Control_12,all,Cardiomyocytes,48865,66998,0.7293501298546226,327158740,17306697.346,0.002823473423211731,2823.4734232117307
Control,Control_12,all,Cardiomyocytes Ankrd1+,953,66998,0.014224305203140393,327158740,17306697.346,5.506538774830205e-05,55.06538774830205
Control,Control_12,all,Endocardial cells,552,66998,0.008239051911997372,327158740,17306697.346,3.189516688044358e-05,31.89516688044358
Control,Control_12,all,Endothelial cells,13081,66998,0.19524463416818413,327158740,17306697.346,0.0007558345615273233,755.8345615273232
Control,Control_12,all,Fibroblasts,2821,66998,0.0421057344995373,327158740,17306697.346,0.0001630004814669046,163.0004814669046
Control,Control_12,all,Macrophages Trem2+,33,66998,0.0004925520164781039,327158740,17306697.346,1.9067762808960834e-06,1.9067762808960833
Control,Control_12,all,Macrophages Trem2-,3,66998,4.477745604346399e-05,327158740,17306697.346,1.7334329826328033e-07,0.17334329826328032
Control,Control_12,all,Mono / Macros Ccr2+,275,66998,0.004104600137317532,327158740,17306697.346,1.5889802340800695e-05,15.889802340800694
Control,Control_12,all,Neutrophils,45,66998,0.0006716618406519598,327158740,17306697.346,2.6001494739492047e-06,2.600149473949205
Control,Control_12,all,Other Leukocytes,28,66998,0.00041792292307233053,327158740,17306697.346,1.6178707837906163e-06,1.6178707837906163
Control,Control_12,all,Smooth muscle cells,342,66998,0.005104629988954894,327158740,17306697.346,1.9761136002013954e-05,19.761136002013956
Control,Control_13,all,Cardiomyocytes,40191,66357,0.6056783760567838,320015608,16928825.663200002,0.002374116244068097,2374.116244068097
Control,Control_13,all,Cardiomyocytes Ankrd1+,74,66357,0.0011151800111518,320015608,16928825.663200002,4.371242369212988e-06,4.371242369212988
Control,Control_13,all,Endocardial cells,571,66357,0.0086049700860497,320015608,16928825.663200002,3.372945125433265e-05,33.72945125433265
Control,Control_13,all,Endothelial cells,17576,66357,0.26487032264870325,320015608,16928825.663200002,0.0010382291335309117,1038.2291335309117
Control,Control_13,all,Fibroblasts,6323,66357,0.0952876109528761,320015608,16928825.663200002,0.0003735049391964016,373.5049391964016
Control,Control_13,all,Macrophages Trem2+,215,66357,0.0032400500324005,320015608,16928825.663200002,1.2700231207848545e-05,12.700231207848546
Control,Control_13,all,Macrophages Trem2-,95,66357,0.0014316500143165,320015608,16928825.663200002,5.61173006858424e-06,5.61173006858424
Control,Control_13,all,Mono / Macros Ccr2+,142,66357,0.0021399400213994004,320015608,16928825.663200002,8.38805968146276e-06,8.38805968146276
Control,Control_13,all,Neutrophils,5,66357,7.535000075350001e-05,320015608,16928825.663200002,2.953542141360127e-07,0.2953542141360127
Control,Control_13,all,Other Leukocytes,77,66357,0.0011603900116039002,320015608,16928825.663200002,4.548454897694595e-06,4.548454897694595
Control,Control_13,all,Smooth muscle cells,1088,66357,0.0163961601639616,320015608,16928825.663200002,6.426907699599636e-05,64.26907699599636
Control,Control_14,all,Cardiomyocytes,66483,79235,0.839061021013441,405283516,21439497.996400002,0.003100958800955295,3100.9588009552954
Control,Control_14,all,Cardiomyocytes Ankrd1+,47,79235,0.0005931722092509624,405283516,21439497.996400002,2.1922155083991226e-06,2.192215508399123
Control,Control_14,all,Endocardial cells,513,79235,0.006474411560547738,405283516,21439497.996400002,2.3927799059760636e-05,23.927799059760638
Control,Control_14,all,Endothelial cells,6601,79235,0.08330914368650218,405283516,21439497.996400002,0.00030788967172218313,307.88967172218315
Control,Control_14,all,Fibroblasts,3514,79235,0.04434908815548684,405283516,21439497.996400002,0.00016390309141520247,163.90309141520245
Control,Control_14,all,Macrophages Trem2+,108,79235,0.0013630340127468922,405283516,21439497.996400002,5.037431381002239e-06,5.037431381002239
Control,Control_14,all,Macrophages Trem2-,288,79235,0.0036347573673250456,405283516,21439497.996400002,1.3433150349339303e-05,13.433150349339304
Control,Control_14,all,Mono / Macros Ccr2+,79,79235,0.0009970341389537452,405283516,21439497.996400002,3.684787769436823e-06,3.6847877694368227
Control,Control_14,all,Neutrophils,8,79235,0.00010096548242569571,405283516,21439497.996400002,3.731430652594251e-07,0.3731430652594251
Control,Control_14,all,Other Leukocytes,14,79235,0.0001766895942449675,405283516,21439497.996400002,6.53000364203994e-07,0.653000364203994
Control,Control_14,all,Smooth muscle cells,1580,79235,0.019940682779074903,405283516,21439497.996400002,7.369575538873646e-05,73.69575538873646
